CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,PRICE_CLASS
8.018610503518,0.016277807332510722,18.501582224294328,1.0,0.6277470077046673,5.987132095741977,89.2414856811371,1.2205195186562923,24.0,642.0,20.162263984989043,373.0233223569141,8.930020816060269,45.1,high
0.0,57.81276931843664,2.3543402597513032,0.0,0.3850391056594886,6.551846722146091,30.65840259000795,7.578030704768758,1.0,325.0,15.727817872724993,393.44841392044276,8.202491779983157,22.8,medium
0.23363206567897368,0.0,22.204874301292605,0.0,0.6035711875117836,5.8504898522528945,96.70850506301598,1.8524400363438278,4.0,443.0,22.39767253088417,396.9,16.800877497900068,16.2,low
0.03170761072135878,75.43152559531542,2.7433404018867065,0.0,0.36621728896440026,7.048092790562192,15.494730324856599,5.245307564634067,3.0,231.0,18.775638476390206,396.9,1.967013233991354,35.3,high
14.0507,0.0,18.1,0.0,0.597,6.657,100.0,1.5275,24.0,666.0,20.2,35.05,21.22,17.2,low
7.927506202011694,0.0,17.34799088489184,0.0,0.575724375301242,5.357788355101393,92.16317814893075,2.53744529696094,25.0,683.0,22.131021117375802,352.71050120879045,18.002752255412883,13.6,low
0.017777587758234722,20.407149805334083,5.897323744385316,0.0,0.48325889332683125,6.709447447025002,20.484635576149746,6.7024022077064975,4.0,242.0,14.993058200757076,382.3357674037316,5.248041960747181,25.7,high
1.237934573986558,0.03133147436900901,8.240489974446206,0.0,0.5442559337150215,5.520860354137116,98.82691927794974,3.790814636185047,4.0,298.0,21.298510882208497,381.2420149028924,20.041599174790463,13.0,low
22.67915345763349,0.02979499511956762,18.37100901828956,0.0,0.743078701371585,6.021563620666533,89.06509251066639,1.8224379302572051,24.0,666.0,19.898757501846635,396.9,,11.4,low
0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,437.0,21.2,378.25,16.9,17.4,low
0.3029785521253618,22.029963169314126,5.423301512925077,0.0,0.375279544921549,6.110855158360206,38.118335831517925,7.82473073973241,7.0,343.0,19.267341121497825,392.09926998889927,9.523731103052329,25.8,high
0.10153,0.0,12.83,0.0,0.437,6.279,74.5,4.0522,5.0,398.0,18.7,373.66,11.97,20.0,medium
0.6243166568895481,0.01648977026899753,8.240294621016654,,0.5365097482634444,6.394892153716374,82.89176235612682,4.747092721973721,4.0,308.0,20.33995695124056,373.660071788488,9.982345633541723,18.1,low
2.470789571536098,0.004585949066769685,19.501731961164648,0.0,0.6750337085556554,6.032228718231379,100.0,2.506036439783295,5.0,422.0,14.14006564047336,348.50470596525093,11.891941468079127,18.9,medium
1.381621856389918,0.0,8.0781122675235,0.0,0.5796606996228542,5.455990281280774,84.93090797005891,3.863773257210031,4.0,315.0,21.384401566261786,232.0657006187613,27.43119612257565,13.7,low
0.09503850201008142,0.0,11.542548973003859,0.0,0.3730061640995474,6.4462086703362065,,4.173465752888676,5.0,403.0,18.964148391998982,396.9,7.379978991567084,23.9,high
0.03578,20.0,3.33,0.0,0.4429,7.82,64.5,4.6947,5.0,216.0,14.9,387.31,3.76,45.4,high
1.325092923217578,0.0,19.83832231753704,0.0,0.8221063279787104,6.555013198973891,97.82712515011794,1.8131272370036464,5.0,378.0,14.398598899282938,381.26701430959616,7.51065836705226,25.0,high
0.34984681516216104,0.0,21.48319235103464,0.0,0.6173655570961253,5.7178995704354625,92.28685026681177,2.0358677532147356,4.0,451.0,20.836529661226848,390.6542658067685,16.369963470200624,17.2,low
0.47547,0.0,9.9,0.0,0.544,6.113,58.8,4.0019,4.0,304.0,18.4,396.23,12.73,21.0,medium
0.08687564630733519,46.807804940655366,3.464414115809585,0.0,0.47476076636604087,6.895131246353693,42.25782069399303,3.9292004476809925,5.0,389.0,15.029631925095638,396.9,6.828558694578076,32.2,high
0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5.0,296.0,16.6,393.23,9.64,22.6,medium
9.2323,0.0,18.1,0.0,0.631,6.216,100.0,1.1691,24.0,666.0,20.2,366.15,9.53,50.0,high
0.46914746594586204,0.012062582918261833,10.031268962098334,0.0,0.5555601480965807,6.613742118990606,80.47364794265467,3.2655892836767424,4.0,322.0,18.197180803352396,396.9,4.630578433757751,25.4,high
0.17446,,10.59,1.0,0.489,5.96,92.1,3.8771,4.0,277.0,18.6,393.25,17.27,21.7,medium
0.33045,0.0,6.2,0.0,0.507,6.086,61.5,3.6519,8.0,307.0,17.4,376.75,10.88,24.0,high
0.11432,0.0,8.56,0.0,0.52,6.781,71.3,2.8561,5.0,384.0,20.9,395.58,7.67,26.5,high
0.29740779099188464,0.0,9.205986689198536,0.0,0.5755187230525172,5.577883832891719,69.9155716833862,2.9069344222589892,6.0,398.0,20.003701367872548,396.9,21.530681021105977,18.9,medium
12.126562201553483,0.0,16.990045554177463,0.0,0.7678865130214607,6.796586434660381,77.86589641105499,1.7904871863218776,24.0,675.0,19.11398793395538,49.79934402290319,21.857011801873405,8.5,low
1.2376550488463478,,20.09089040064157,0.0,0.6445146885336706,6.789399984628321,100.0,1.7953239916433574,5.0,390.0,15.519458790622068,354.94381210734065,4.768411904228033,43.6,high
0.06162,0.0,4.39,0.0,0.442,5.898,52.3,8.0136,3.0,352.0,18.8,364.61,12.67,17.2,low
0.54452,0.0,21.89,0.0,0.624,6.151,97.9,1.6687,4.0,437.0,21.2,396.9,18.46,17.8,low
0.1986577551827669,0.01883120539748879,10.78261219151088,1.0,0.4973510276824955,5.934923217220242,55.672361931478086,3.786581149232167,4.0,276.0,18.122118172238565,390.695778867109,15.466085060538301,21.3,medium
0.17783,0.0,9.69,0.0,0.585,5.569,73.5,2.3999,6.0,391.0,19.2,395.77,15.1,17.5,low
6.53876,0.0,18.1,1.0,0.631,7.016,97.5,1.2024,24.0,666.0,20.2,392.05,2.96,50.0,high
0.03768,80.0,1.52,0.0,0.404,7.274,38.3,7.309,2.0,329.0,12.6,392.2,6.62,34.6,high
0.07672838754773498,0.012227271789615036,2.1522585949495916,0.0,0.5209400695323072,6.944519196934949,50.59984589369012,6.141198920356915,3.0,221.0,19.215146767353275,377.13755412589285,,35.3,high
9.721937243891581,0.009171253422603337,17.42091172312415,0.0,0.6992786071445244,6.814291915994668,88.38585627378336,2.4183636091765606,25.0,637.0,20.93475230201128,6.401644187816708,17.700828348241064,14.4,low
4.775364105206545,0.0,17.995693574050907,0.0,0.776312008972897,6.470547098344873,82.6932745569939,2.4499189326437842,24.0,613.0,19.491035560710664,49.03059372370037,17.78816036604479,13.9,low
0.10328,25.0,5.13,0.0,0.453,5.927,47.2,6.932,8.0,284.0,19.7,396.9,9.22,19.6,medium
0.06617,0.0,3.24,0.0,0.46,5.868,25.8,5.2146,4.0,430.0,16.9,382.44,9.97,19.3,medium
0.11504,0.0,2.89,0.0,0.445,6.163,69.6,3.4952,2.0,276.0,18.0,391.83,11.34,21.4,medium
0.26169,0.0,9.9,0.0,0.544,6.023,90.4,2.834,4.0,304.0,18.4,396.3,11.72,19.4,medium
0.15295976794675545,0.0,,1.0,0.5519744048509351,6.5557585745146625,91.1023415262397,3.3231711887023403,5.0,287.0,17.086972791021175,378.7844809762993,10.44041556880836,23.9,high
0.05561,70.0,2.24,0.0,0.4,7.041,10.0,7.8278,5.0,358.0,14.8,371.58,4.74,29.0,high
0.06127,40.0,6.41,1.0,0.447,6.826,27.6,4.8628,4.0,254.0,17.6,393.45,,33.1,high
1.2703784461975278,0.01944537310275437,19.755372964376424,1.0,0.5855899658025844,6.0558672883376525,91.31269324155876,1.9166326960841755,5.0,381.0,14.252192744577238,333.827659904291,5.624848923808462,27.3,high
4.624678264074971,0.05638906519748673,18.139224092411254,0.0,0.6500073321910929,6.164714899258313,90.51552281509517,2.2798203674148403,23.0,653.0,20.392539714597728,375.8077440325337,18.655513173037917,17.1,low
9.39063,0.0,18.1,0.0,0.74,5.627,93.9,1.8172,24.0,666.0,20.2,396.9,22.88,12.8,low
2.4214726367308974,0.0010188481301834221,,0.0,0.870750910070502,4.928306123870342,98.94836013051865,1.4925183997569225,5.0,396.0,14.028072069200775,396.9,29.66696541122259,14.1,low
23.1596080351183,0.0,18.169461852522637,0.0,0.6376741662352785,5.161461951487874,88.95191262499284,1.4737085989744971,24.0,701.0,20.01449866158791,396.9,32.799801484931685,7.5,low
0.39840370234115213,21.68665331344513,6.047935476564394,0.0,0.40678232063388864,8.475641792158498,8.615153137930342,9.058823745982084,8.0,325.0,18.178739253184506,394.43738903999497,3.5214229791020686,41.7,high
0.53412,20.0,3.97,0.0,0.647,7.52,89.4,2.1398,5.0,264.0,13.0,388.37,7.26,43.1,high
0.0214191699899436,20.88265849404482,5.609662560398937,0.0,0.3908430243989457,6.534302758883752,20.86328093059772,6.847880167053367,4.0,235.0,16.63012334205864,377.2916302280549,5.185114072793325,25.2,high
0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,4.0,307.0,21.0,394.54,19.88,14.5,low
1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,4.0,307.0,21.0,360.17,22.6,12.7,low
